CSA,CBSA,Name,Metro /Micro Code,Total,1 Unit,2 Units,3 and 4 Units,5 Units or More,Num of Structures With 5 Units or More,nan,Total_year_to_date,1 Unit_year_to_date,2 Units_year_to_date,3 and 4 Units_year_to_date,5 Units or More_year_to_date,Num of Structures With 5 Units or More_year_to_date
206,44860,"Sulphur Springs, TX                                         ",5,6,6,0,0,0,0,,6,6,0,0,0,0
174,44900,"Summerville, GA                                             ",5,0,0,0,0,0,0,,0,0,0,0,0,0
192,44940,"Sumter, SC                                                  ",2,32,28,4,0,0,0,,32,28,4,0,0,0
146,44980,"Sunbury, PA                                                 ",5,4,4,0,0,0,0,,4,4,0,0,0,0
999,45000,"Susanville, CA                                              ",5,3,3,0,0,0,0,,3,3,0,0,0,0
101,45020,"Sweetwater, TX                                              ",5,1,1,0,0,0,0,,1,1,0,0,0,0
532,45060,"Syracuse, NY                                                ",2,41,24,0,0,17,2,,41,24,0,0,17,2
999,45140,"Tahlequah, OK                                               ",5,8,8,0,0,0,0,,8,8,0,0,0,0
142,45180,"Talladega-Sylacauga, AL                                     ",5,9,9,0,0,0,0,,9,9,0,0,0,0
533,45220,"Tallahassee, FL                                             ",2,221,90,0,0,131,4,,221,90,0,0,131,4
999,45300,"Tampa-St. Petersburg-Clearwater, FL                         ",4,2172,1091,20,0,1061,24,,2172,1091,20,0,1061,24
999,45340,"Taos, NM                                                    ",5,10,10,0,0,0,0,,10,10,0,0,0,0
522,45380,"Taylorville, IL                                             ",5,1,1,0,0,0,0,,1,1,0,0,0,0
999,45460,"Terre Haute, IN                                             ",4,7,5,2,0,0,0,,7,5,2,0,0,0
999,45500,"Texarkana, TX-AR                                            ",4,26,10,16,0,0,0,,26,10,16,0,0,0
999,45520,"The Dalles, OR                                              ",5,0,0,0,0,0,0,,0,0,0,0,0,0
122,45580,"Thomaston, GA                                               ",5,12,12,0,0,0,0,,12,12,0,0,0,0
999,45620,"Thomasville, GA                                             ",5,15,15,0,0,0,0,,15,15,0,0,0,0
248,45660,"Tiffin, OH                                                  ",5,1,1,0,0,0,0,,1,1,0,0,0,0
999,45700,"Tifton, GA                                                  ",5,17,11,0,0,6,1,,17,11,0,0,6,1
999,45740,"Toccoa, GA                                                  ",5,2,2,0,0,0,0,,2,2,0,0,0,0
999,45780,"Toledo, OH                                                  ",4,31,31,0,0,0,0,,31,31,0,0,0,0
999,45820,"Topeka, KS                                                  ",4,17,17,0,0,0,0,,17,17,0,0,0,0
405,45860,"Torrington, CT                                              ",5,8,8,0,0,0,0,,8,8,0,0,0,0
999,45880,"Town of Pecos, TX                                           ",5,1,1,0,0,0,0,,1,1,0,0,0,0
999,45900,"Traverse City, MI                                           ",4,57,33,0,0,24,1,,57,33,0,0,24,1
408,45940,"Trenton-Princeton, NJ                                       ",2,175,145,0,0,30,3,,175,145,0,0,30,3
999,45980,"Troy, AL                                                    ",5,0,0,0,0,0,0,,0,0,0,0,0,0
472,46020,"Truckee-Grass Valley, CA                                    ",5,11,11,0,0,0,0,,11,11,0,0,0,0
536,46060,"Tucson, AZ                                                  ",2,353,292,2,0,59,4,,353,292,2,0,59,4
400,46100,"Tullahoma-Manchester, TN                                    ",5,64,42,2,3,17,3,,64,42,2,3,17,3
538,46140,"Tulsa, OK                                                   ",2,323,310,8,0,5,1,,323,310,8,0,5,1
539,46180,"Tupelo, MS                                                  ",5,9,9,0,0,0,0,,9,9,0,0,0,0
999,46220,"Tuscaloosa, AL                                              ",4,48,41,2,0,5,1,,48,41,2,0,5,1
999,46300,"Twin Falls, ID                                              ",4,51,51,0,0,0,0,,51,51,0,0,0,0
540,46340,"Tyler, TX                                                   ",2,26,26,0,0,0,0,,26,26,0,0,0,0
999,46380,"Ukiah, CA                                                   ",5,1,1,0,0,0,0,,1,1,0,0,0,0
542,46460,"Union City, TN                                              ",5,0,0,0,0,0,0,,0,0,0,0,0,0
999,46520,"Urban Honolulu, HI                                          ",4,124,55,12,0,57,1,,124,55,12,0,57,1
212,46500,"Urbana, OH                                                  ",5,3,3,0,0,0,0,,3,3,0,0,0,0
999,46540,"Utica-Rome, NY                                              ",4,21,16,0,0,5,1,,21,16,0,0,5,1
999,46620,"Uvalde, TX                                                  ",5,0,0,0,0,0,0,,0,0,0,0,0,0
999,46660,"Valdosta, GA                                                ",4,70,70,0,0,0,0,,70,70,0,0,0,0
488,46700,"Vallejo, CA                                                 ",2,62,56,0,0,6,1,,62,56,0,0,6,1
338,46780,"Van Wert, OH                                                ",5,3,3,0,0,0,0,,3,3,0,0,0,0
999,46820,"Vermillion, SD                                              ",5,2,2,0,0,0,0,,2,2,0,0,0,0
999,46860,"Vernal, UT                                                  ",5,1,1,0,0,0,0,,1,1,0,0,0,0
999,46900,"Vernon, TX                                                  ",5,0,0,0,0,0,0,,0,0,0,0,0,0
298,46980,"Vicksburg, MS                                               ",5,1,1,0,0,0,0,,1,1,0,0,0,0
544,47020,"Victoria, TX                                                ",2,0,0,0,0,0,0,,0,0,0,0,0,0
999,47080,"Vidalia, GA                                                 ",5,5,3,2,0,0,0,,5,3,2,0,0,0
999,47180,"Vincennes, IN                                               ",5,3,3,0,0,0,0,,3,3,0,0,0,0
428,47220,"Vineland, NJ                                                ",2,23,13,0,0,10,1,,23,13,0,0,10,1
999,47240,"Vineyard Haven, MA                                          ",5,6,6,0,0,0,0,,6,6,0,0,0,0
545,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC                    ",2,516,308,0,0,208,5,,516,308,0,0,208,5
999,47300,"Visalia, CA                                                 ",4,147,139,8,0,0,0,,147,139,8,0,0,0
999,47340,"Wabash, IN                                                  ",5,7,7,0,0,0,0,,7,7,0,0,0,0
999,47380,"Waco, TX                                                    ",4,122,90,22,0,10,2,,122,90,22,0,10,2
244,47420,"Wahpeton, ND-MN                                             ",5,3,3,0,0,0,0,,3,3,0,0,0,0
314,47460,"Walla Walla, WA                                             ",2,14,9,0,0,5,1,,14,9,0,0,5,1
338,47540,"Wapakoneta, OH                                              ",5,9,6,0,3,0,0,,9,6,0,3,0,0
356,47580,"Warner Robins, GA                                           ",2,116,116,0,0,0,0,,116,116,0,0,0,0
999,47620,"Warren, PA                                                  ",5,7,2,0,0,5,1,,7,2,0,0,5,1
312,47660,"Warrensburg, MO                                             ",5,3,3,0,0,0,0,,3,3,0,0,0,0
515,47700,"Warsaw, IN                                                  ",5,20,18,2,0,0,0,,20,18,2,0,0,0
198,47920,"Washington Court House, OH                                  ",5,1,1,0,0,0,0,,1,1,0,0,0,0
999,47780,"Washington, IN                                              ",5,40,4,0,0,36,3,,40,4,0,0,36,3
274,47820,"Washington, NC                                              ",5,7,7,0,0,0,0,,7,7,0,0,0,0
548,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV                ",2,2180,1127,12,0,1041,25,,2180,1127,12,0,1041,25
405,47930,"Waterbury-Shelton, CT                                       ",2,39,22,2,3,12,1,,39,22,2,3,12,1
999,47940,"Waterloo-Cedar Falls, IA                                    ",4,3,3,0,0,0,0,,3,3,0,0,0,0
999,47980,"Watertown, SD                                               ",5,5,5,0,0,0,0,,5,5,0,0,0,0
376,48020,"Watertown-Fort Atkinson, WI                                 ",5,15,13,2,0,0,0,,15,13,2,0,0,0
999,48060,"Watertown-Fort Drum, NY                                     ",4,15,15,0,0,0,0,,15,15,0,0,0,0
554,48140,"Wausau, WI                                                  ",2,16,16,0,0,0,0,,16,16,0,0,0,0
999,48180,"Waycross, GA                                                ",5,3,3,0,0,0,0,,3,3,0,0,0,0
120,48200,"Waynesville, NC                                             ",5,26,24,2,0,0,0,,26,24,2,0,0,0
555,48220,"Weatherford, OK                                             ",5,0,0,0,0,0,0,,0,0,0,0,0,0
430,48260,"Weirton-Steubenville, WV-OH                                 ",2,0,0,0,0,0,0,,0,0,0,0,0,0
999,48300,"Wenatchee-East Wenatchee, WA                                ",4,241,29,0,0,212,1,,241,29,0,0,212,1
999,48460,"West Plains, MO                                             ",5,4,1,0,3,0,0,,4,1,0,3,0,0
999,48540,"Wheeling, WV-OH                                             ",4,3,1,2,0,0,0,,3,1,2,0,0,0
376,48580,"Whitewater-Elkhorn, WI                                      ",5,32,32,0,0,0,0,,32,32,0,0,0,0
999,48660,"Wichita Falls, TX                                           ",4,13,11,2,0,0,0,,13,11,2,0,0,0
556,48620,"Wichita, KS                                                 ",2,182,82,96,4,0,0,,182,82,96,4,0,0
422,48680,"Wildwood-The Villages, FL                                   ",2,258,258,0,0,0,0,,258,258,0,0,0,0
558,48700,"Williamsport, PA                                            ",2,6,6,0,0,0,0,,6,6,0,0,0,0
999,48780,"Williston, ND                                               ",5,3,3,0,0,0,0,,3,3,0,0,0,0
999,48820,"Willmar, MN                                                 ",5,1,1,0,0,0,0,,1,1,0,0,0,0
999,48900,"Wilmington, NC                                              ",4,605,469,6,9,121,3,,605,469,6,9,121,3
178,48940,"Wilmington, OH                                              ",5,8,8,0,0,0,0,,8,8,0,0,0,0
468,48980,"Wilson, NC                                                  ",5,31,31,0,0,0,0,,31,31,0,0,0,0
400,49010,"Winchester, TN                                              ",5,29,29,0,0,0,0,,29,29,0,0,0,0
548,49020,"Winchester, VA-WV                                           ",2,86,86,0,0,0,0,,86,86,0,0,0,0
999,49080,"Winnemucca, NV                                              ",5,1,1,0,0,0,0,,1,1,0,0,0,0
462,49100,"Winona, MN                                                  ",5,2,2,0,0,0,0,,2,2,0,0,0,0
268,49180,"Winston-Salem, NC                                           ",2,227,222,0,0,5,1,,227,222,0,0,5,1
554,49220,"Wisconsin Rapids-Marshfield, WI                             ",5,3,3,0,0,0,0,,3,3,0,0,0,0
999,49260,"Woodward, OK                                                ",5,1,1,0,0,0,0,,1,1,0,0,0,0
184,49300,"Wooster, OH                                                 ",5,8,8,0,0,0,0,,8,8,0,0,0,0
148,49340,"Worcester, MA                                               ",2,60,54,6,0,0,0,,60,54,6,0,0,0
999,49380,"Worthington, MN                                             ",5,1,1,0,0,0,0,,1,1,0,0,0,0
999,49420,"Yakima, WA                                                  ",4,106,33,0,0,73,1,,106,33,0,0,73,1
999,49460,"Yankton, SD                                                 ",5,1,1,0,0,0,0,,1,1,0,0,0,0
276,49620,"York-Hanover, PA                                            ",2,79,77,2,0,0,0,,79,77,2,0,0,0
566,49660,"Youngstown-Warren, OH                                       ",2,19,19,0,0,0,0,,19,19,0,0,0,0
472,49700,"Yuba City, CA                                               ",2,70,70,0,0,0,0,,70,70,0,0,0,0
999,49740,"Yuma, AZ                                                    ",4,75,75,0,0,0,0,,75,75,0,0,0,0
198,49780,"Zanesville, OH                                              ",5,15,2,2,0,11,1,,15,2,2,0,11,1
